Entrez Gene Interactor A,Entrez Gene Interactor B
3550,1107
3692,71
3692,28964
3692,3092
3692,23649
56992,1107
56992,7431
4097,1107
5602,2975
4715,9001
5216,1400
5427,7088
5432,6601
8575,2661
8575,8575
5717,9001
6159,1107
6230,9001
6294,1107
6303,11143
6303,7280
22929,1400
6421,7316
7316,6421
6613,7431
23557,9001
23557,11143
6636,5684
6637,1400
6637,7088
10273,10657
10342,1400
10342,10342
64699,6256
7140,9001
9804,9001
55872,2874
7431,11143
55339,28964
6362,1400
10574,1400
55755,1400
1822,7088
8894,7088
2079,7088
8880,1107
8880,7431
57819,1400
27258,2661
10200,7088
4809,1031
5687,5684
5717,7088
5717,7280
5863,1400
5997,28964
6118,6176
6258,5465
6303,1400
293,7431
832,56647
1822,7431
8880,7088
3189,1400
5717,29117
5717,1400
6118,1400
6118,7088
6118,7280
6176,29117
6176,7280
6303,6176
6303,7088
6613,1107
57819,27258
27258,57819
7248,7534
7249,7534
7534,7249
2885,9564
7373,1634
1499,51176
51176,1499
8767,8837
3667,8651
973,6850
3595,3717
3717,3595
3091,5688
5688,3091
3815,928
3815,975
928,3815
975,3815
5792,8500
5789,8500
8500,5792
5792,8500
5789,8500
3662,604
3662,604
604,3662
3832,3832
663,998
663,998
998,663
7414,10391
1029,1019
1029,29950
29950,1019
1029,29950
5592,3708
3708,5592
5592,3708
7428,8453
6688,466
3604,3604
7345,7329
7345,10048
7345,10987
10987,7345
2885,11184
4703,7111
29765,4703
6423,54361
156,5082
156,5132
9146,4771
7391,8061
7391,7391
8061,7391
8061,3725
2355,3725
7391,7391
8061,7391
3725,8061
8061,7391
6256,5914
3688,9270
9270,3688
998,10602
9448,5921
7409,5588
7409,5588
5588,7409
29760,7409
29760,2885
4005,6886
975,928
928,3688
2241,1759
2241,1785
2241,2241
3554,3556
3556,3554
4688,4689
4688,4689
8540,8443
8540,8443
5228,5228
4790,5970
10920,2873
10920,8533
10920,10987
10920,10920
6376,1524
1019,1029
1019,1029
1019,1029
1400,1808
1400,1808
387,1400
387,1808
207,3615
3615,207
207,3615
9982,9982
2263,2263
928,93185
6464,1003
10992,23451
23451,10992
10992,23450
23451,23450
9564,5782
5782,9564
5782,9564
92,3624
92,3623
3560,6464
3560,2885
1029,1877
1877,1029
4093,4093
1315,375
22820,375
8200,658
8200,659
8200,657
392255,658
392255,659
392255,657
3611,3611
3688,3611
3685,3611
2833,4283
9276,1314
1869,4194
1869,4194
3725,6497
8651,3717
372,1315
1314,1315
1315,9276
9276,22820
375,1315
2719,2247
10987,3725
10987,3725
3725,10987
3727,10987
2058,3376
2058,3376
2058,3376
3376,2058
3376,2058
5795,1499
10413,3798
8743,8743
29760,11184
29760,11184
2919,2919
3725,3725
2885,10657
2885,867
6281,1508
6281,1508
302,1508
4176,8318
4688,4689
991,701
991,701
6197,5594
6197,5595
6196,5595
6196,5594
27347,27347
27347,4155
6461,3560
6461,3561
6461,3716
6461,3718
51639,23451
5777,6850
2885,5777
2885,6850
6550,9351
7430,9351
3556,5879
9965,2264
3837,6721
6721,6721
4087,2033
4087,7050
7050,3725
4087,3725
7050,3725
6464,25
6464,3635
207,3315
207,9261
207,1432
9261,207
9261,3315
9261,1432
1432,207
990,890
990,890
3717,10603
10603,867
7852,1234
3566,6464
5910,22920
5910,22920
28964,156
4867,4867
2,9510
2886,2065
4036,10393
4036,9270
4036,10755
4035,10755
4035,9270
4035,10393
7804,10755
7804,9270
7804,10393
10755,4036
10755,4035
9270,4035
9270,4036
5900,22808
5062,998
2932,208
3690,3685
2885,10657
999,1499
5330,5330
4686,22916
8737,8738
2697,2697
6868,5594
5594,6868
6868,5594
8900,983
3845,5900
3265,5900
4043,5900
3852,3875
6688,2114
6688,2115
6688,3725
156,6010
578,598
7709,11073
11073,7709
11073,7709
7709,11073
51764,59345
10938,1213
10938,3480
3480,10938
10938,9342
30845,9342
9342,9342
9342,10938
3480,9342
8881,996
996,5536
7132,10131
6480,6480
7514,23636
7514,23636
151987,5531
151987,5531
6284,6857
9368,1080
1080,9368
1145,1134
5970,3725
3725,3725
5970,3725
23263,998
23263,998
5048,10726
10726,5048
10726,5048
10726,5048
6728,10526
6147,10526
6728,10526
387,11113
389,11113
11113,387
11113,388
11113,5879
388,11113
3560,1154
1154,3560
9527,10652
7514,8021
7514,23636
5778,5594
5778,5594
5778,5595
5618,7409
7132,843
93,91
3837,9972
9972,5901
9972,7514
9972,3837
5591,6118
6118,5591
6117,6118
5591,6118
5591,6117
9564,4867
4867,9564
4067,5777
9368,23236
8767,7132
958,8767
2904,1741
23043,7186
9241,9241
655,655
9241,655
9241,655
5431,5432
5431,5434
5431,5441
5432,5431
5432,5432
5432,5434
5432,5435
5432,5436
5432,5437
5432,5440
5432,5441
5431,5437
5434,5431
5434,5432
5434,5434
5434,5436
5434,5437
5434,5441
5435,5434
5435,5432
5436,5432
5436,5434
5436,5435
5436,5436
5436,5437
5437,5431
5437,5432
5437,5434
5437,5436
5437,5437
5440,5431
5440,5432
5440,5434
5440,5435
5440,5436
5440,5437
5440,5440
5441,5431
5441,5432
5441,5434
5441,5436
5441,5437
5432,5439
5440,5439
5439,5432
5048,81565
81565,5048
81565,5048
81565,1778
4790,4221
4790,4221
5970,4221
5970,4221
6421,5725
898,983
898,983
4221,3727
4221,3727
3727,4221
5970,5515
5970,5516
9467,5601
9467,5602
9467,695
9467,695
2950,2950
7186,6478
4092,7046
4035,2
7430,4771
4771,7430
572,6281
572,6281
2660,10272
2660,10272
2660,10272
6426,7307
6426,6426
6426,6625
5371,1977
7852,3718
7852,3717
7852,5777
7074,5879
4067,983
983,4067
4067,983
3667,2885
2885,3667
2885,3667
2885,6464
6464,2885
196,10499
8558,2114
2114,8558
8558,2114
7430,7430
6464,2064
5192,5193
5193,5192
5192,5192
5048,5048
5048,10540
5048,1778
1778,5048
5048,1778
5192,5193
5879,7409
998,7409
7409,3725
8517,8533
1965,1967
5604,5595
663,663
663,663
663,998
663,663
392,392
663,392
392,663
663,392
5903,3837
1499,10297
9351,81
9351,81
3675,928
1025,5970
5970,1025
57822,29841
57822,57822
57822,29841
57822,57822
4153,811
10193,2065
51678,8825
5371,5970
7186,8837
92,8200
93,8200
90,8200
8837,843
3587,3716
5604,5594
259,259
259,259
3688,8516
811,821
6261,6262
598,572
598,5499
598,5499
6240,6240
6240,6241
23476,5982
23476,5985
23476,5982
23476,5985
3984,10298
10298,3984
6098,5777
5777,6098
6098,5777
5777,6098
28964,8874
28964,8874
28964,28964
28964,28964
28964,28964
25,6464
2885,6464
142,9184
25,613
2885,613
2885,613
25,613
4085,6868
6868,4085
4085,6868
1134,1146
1134,1144
5792,8500
3265,7074
58484,58484
58484,834
998,4294
998,392
998,4296
4294,5879
4294,998
4294,22920
4296,22920
4296,9371
5536,2768
5536,10672
2768,5536
2885,7132
701,991
701,991
991,701
7186,8737
7186,7186
3716,695
596,6237
596,6237
2932,4790
5058,2064
6498,4087
4087,996
4087,8881
3717,5782
2324,7424
7223,7223
7225,7225
7224,7223
7220,7223
7220,7220
7220,7223
7223,7223
7223,7224
7220,7224
7225,7225
7225,57113
57113,57113
8658,85456
80351,85456
85456,8658
85456,8658
6348,1234
9270,3688
5903,3837
9266,382
9266,375
7186,7186
7186,958
4985,4985
154,4985
154,154
4985,4985
154,4985
6850,6452
6452,2885
6452,867
958,7187
958,7186
63970,596
10188,2885
6464,2885
6258,6722
25,5591
8204,5914
8204,6256
4067,9846
3815,2885
3815,8651
8651,3815
8651,2322
8651,7409
8651,7410
2885,8651
3702,8651
4092,7046
4092,7046
9113,983
9113,983
6282,6282
10140,4090
10140,4093
868,2885
867,2885
3576,3576
6348,6348
5594,5581
2516,190
2516,190
3093,6045
6045,3093
3093,6045
6045,7322
6045,7321
27030,4292
5395,4292
4292,5395
5395,4292
4292,5395
116444,2902
6464,1969
1969,2885
2885,1969
6464,1969
2335,7045
9229,140735
140735,9229
140735,4644
9229,140735
9229,140735
140735,9229
9229,4644
140735,9229
140735,4644
4644,140735
9229,22941
140735,4644
22941,140735
22941,9229
22941,4644
5588,3932
5588,6886
377,27236
377,23647
375,27236
375,23647
8431,6256
9351,6446
5170,9351
9351,5170
6446,9351
6446,5170
6446,9351
2649,2649
8832,8832
8570,3178
54205,598
811,5551
811,5551
8721,5468
8721,6256
8721,5468
4067,1796
1796,2268
1796,4067
1796,3635
1796,25
3815,3635
2690,3717
6521,6521
5777,3932
4012,80351
85456,8658
4926,8658
3897,7430
6764,25
5879,1794
5880,1794
26750,8877
10762,3837
3837,10762
7248,7430
7534,7431
7431,7534
7431,7534
7534,7534
7534,7534
2885,6464
6464,2885
2885,6464
2885,3815
2886,3815
2065,3084
3084,2065
3717,7409
3717,7409
3725,5449
5604,5594
5594,5604
3184,6294
3184,6294
3688,9448
3688,9448
3688,9448
3190,1653
3190,1653
3190,1653
1653,3190
3717,140885
6337,4734
6340,4734
3716,3667
3717,3667
3716,3480
2833,10563
3674,2885
5801,5594
5801,5595
8698,2768
695,10657
695,7409
7186,8877
8877,7186
4688,5879
4688,5880
1393,7349
999,1499
4035,6464
1233,156
1233,157
5982,5985
2936,2936
8431,5914
8431,6258
991,701
991,996
991,8881
991,4085
5725,5725
5725,3190
5725,3191
3190,5725
3190,3190
3190,3191
3191,5725
3191,3190
3191,3191
5725,5725
5725,3190
5725,3191
3190,5725
3190,3190
3190,3191
3191,5725
3191,3190
3191,3191
3178,3178
3183,3183
3178,3178
3183,3183
10345,6261
998,998
3456,3456
867,5777
2203,2203
7409,5618
5618,7409
3667,10657
10657,5921
5921,10657
10746,5607
5607,10746
5607,4215
2335,6387
9368,10413
9368,10413
51102,5465
7337,3932
7337,3932
7074,5879
9181,5879
262,262
7424,7424
8819,3065
8819,5931
8819,3621
8819,3621
3065,8819
3065,1107
3621,8819
3621,8819
3621,8289
3621,6601
3621,3065
3621,5931
3621,8819
3621,6602
3621,3065
3716,3560
3718,3561
4036,10755
9414,7082
3802,3107
10287,2770
10287,2773
3932,867
1080,3337
10287,2770
10287,2773
999,1499
930,975
2,5047
2,5047
996,4085
4085,991
996,991
9804,7416
9804,596
10657,5921
5921,10657
23558,11060
6452,7409
7409,6452
2909,5921
8739,596
8739,598
8739,596
8739,598
1813,2036
1813,2036
3717,2885
2885,3717
7167,7167
7167,7167
3399,6929
2885,2885
4281,4281
11043,11043
114088,114088
6737,6737
373,373
7726,7726
23650,23650
4281,11043
11043,4281
23650,373
373,23650
23650,11043
572,4170
8740,4055
8740,7187
8740,7186
8740,7187
8740,7186
6850,4067
6850,4067
5584,8878
8878,5584
8878,5584
8878,5584
7534,15
7534,15
4005,4301
4005,4301
4301,4005
868,6464
868,2885
2885,868
8837,843
843,8837
8837,843
8837,8837
1104,5901
134,1812
6710,286
3084,2064
3084,2065
23523,4209
4209,23523
701,991
701,991
701,9184
701,4085
701,9184
701,4085
3688,87
10254,9101
9101,10254
9101,10254
9101,2885
4311,4067
5702,5705
5705,5702
5970,196
2244,811
6722,5970
983,1033
983,1033
2697,2702
5163,5900
8694,8694
8694,8694
4883,4879
4883,4880
6464,1441
2885,1441
6464,1441
2885,1441
6426,6427
9295,6427
6427,6426
6426,6426
9295,6426
9295,11338
6427,7307
6426,7307
11338,9295
55743,55743
2247,6223
2247,6223
80835,83756
6464,3635
3635,5580
6464,5580
6464,5580
7220,3710
998,4296
811,351
5228,5228
3675,928
554,5595
84203,84203
5879,5879
5318,1832
5318,1828
5318,1829
5318,1832
5318,1828
5879,23647
5879,23647
4739,4067
4067,4739
4067,9564
9564,3932
7534,3984
7534,3984
1741,9229
1613,2888
3716,10254
387,3895
4688,5880
4688,5879
4688,998
2625,4005
2625,6886
4688,1535
5970,5465
7097,23643
2033,10923
326,326
326,326
1387,326
1387,326
6886,6929
6886,4005
6886,6742
6886,3065
6886,23774
6886,1104
6886,7150
6886,142
6886,6929
6929,6886
6886,6929
10044,9564
10044,4739
140735,140735
3667,2885
3181,3191
3815,1213
4771,4771
4188,4656
4188,4656
6696,3488
5080,5080
5080,5080
5080,6496
5080,9355
5080,5629
10096,10097
10096,10095
10096,10109
10096,10093
9414,7082
7082,9414
9414,7082
10140,29883
29883,1019
29883,983
5515,901
901,5515
9184,701
6445,2318
7088,55502
55502,7088
2990,1066
5985,5982
572,598
6732,5619
7391,7391
7391,7391
3107,3802
3802,3107
8767,7186
330,8767
834,8767
2033,7709
182,4853
28514,4853
1910,156
185,156
185,2869
56923,10874
301,6282
7082,2697
2697,7082
1499,2064
1499,2064
4087,1499
6387,6387
2175,2176
2178,2175
2178,2176
2175,2178
8775,8417
2318,58529
2318,58529
867,1436
1436,867
867,1436
5468,8431
5468,8431
3710,7223
3710,7224
3710,7225
3710,57113
3710,7220
9368,154
5578,2697
6461,7409
6461,7409
973,259
2664,998
2664,998
1514,6256
25,2885
3695,8726
8726,3695
8726,3695
3566,5777
3566,3635
3566,6464
157,7852
2885,10188
10188,998
196,8204
196,8204
4087,6498
50848,8573
7132,3716
7132,3717
7132,3717
23291,23291
23291,8454
3655,10755
10755,3655
55746,57122
55746,57122
57122,55746
55746,57122
55746,57122
5803,1499
1024,10001
3265,4301
3265,5900
4301,5216
4543,2773
4543,2767
7138,7168
1789,7329
1789,7341
7329,1789
7341,1789
10499,7421
3698,10653
10617,4092
7486,5591
5591,7486
2697,5581
2665,8766
2665,9367
2665,5868
2665,5862
2665,4218
4087,6497
1796,25
25,1796
1796,5921
3308,6449
999,1499
1499,999
2,3931
2,3931
4043,6653
3858,207
207,3858
996,991
728,727
6760,8028
6760,8028
4043,6653
238,6464
5515,5523
8452,898
898,8452
4869,8290
728,2773
1999,4790
5664,823
10657,5921
4688,1535
7097,54472
54472,7097
54472,54472
5520,5515
5520,5515
1719,3329
1719,3329
5580,5170
5170,5580
8766,26056
3315,54205
8766,26056
6840,5468
867,6850
867,6850
3646,8661
3646,8661
8743,8795
2324,6464
2324,2885
2324,6464
3150,7534
3150,7534
7329,8554
7416,54205
7409,25
25,7409
7409,25
25,7409
5584,23049
5584,23049
5584,23049
1869,890
1869,890
238,3718
112755,6843
54413,1741
2904,1741
3837,10526
9229,1499
862,862
862,9611
6655,6464
3945,3945
3606,10068
317,3308
317,3308
3308,317
6464,5979
6464,5979
5592,4660
5592,4659
6446,4734
351,3028
351,3028
351,3028
549,549
4487,9355
29127,116369
29127,116369
9100,10146
10146,9100
7430,3385
3932,3815
259,2335
259,2
8737,54476
54476,8737
1944,2045
10298,5879
10298,998
5581,1080
1080,5581
2516,1499
2516,1499
6464,3561
2911,2911
3667,3480
3480,3667
3480,6464
3292,3292
6464,9846
28956,8649
28956,8649
28956,8649
5604,28956
5604,8649
5594,8649
5594,5604
598,638
7486,56897
7486,56897
56897,7486
56897,7486
5465,8204
5468,8204
8431,5914
8431,5914
11060,6337
11060,6340
4734,6337
4734,6340
6464,5782
5782,6464
1408,1408
5313,9493
7096,7097
7097,7096
142679,5609
4116,9939
4116,9939
7026,3065
3065,7026
7026,3065
7186,3604
7186,3604
7186,3604
3604,7187
51529,10393
51529,29882
29882,51529
29882,11065
1025,904
1025,8454
7409,29127
977,3675
1869,6668
1869,6671
1869,6668
1869,6671
2114,3725
2114,3725
6197,5170
5170,5170
5579,2768
5579,10672
5581,2768
5581,10672
5580,2768
5580,10672
2690,1154
2690,8651
2690,8651
2690,8835
2690,1154
5903,5901
8517,11140
1436,2885
5595,4067
9973,6647
9973,6647
8795,843
8795,8837
5313,9459
5313,5058
990,890
8451,10376
7341,7132
7341,7132
2131,2131
340205,5777
1499,999
10657,2885
10657,2885
10109,10093
5792,5979
8569,5594
8569,5594
3717,5777
9046,5979
7391,2969
3725,3091
3953,3718
5104,5624
2960,6872
2960,2071
2071,2960
2335,3371
2335,3371
3054,5499
5499,3054
999,1499
3350,3352
3350,1903
3350,2849
3350,1901
1901,3350
3352,1901
3352,3351
1031,1019
1031,1019
1031,1019
4067,3717
5465,2033
5465,9611
5465,2033
5465,9611
5916,9611
5916,9611
5914,9611
5914,9611
387,396
6850,7409
7409,6850
7409,6850
54205,1537
6286,6286
5998,2773
5998,2767
4739,2889
9564,5782
4739,5782
10278,5782
5782,9564
7409,5594
7409,5604
7409,2885
7409,6850
1104,5901
64837,3798
7128,7186
7128,7186
7128,7128
5979,1796
1796,5979
1796,5979
5879,10928
5899,10928
5879,23263
3329,578
7341,1616
7341,1616
7341,1616
7329,1616
51107,5663
5663,51107
5663,5664
51107,5663
51107,5664
975,3676
975,3688
4067,983
29760,2885
29760,973
2139,51804
1977,1979
867,2885
867,2885
40,9311
8431,7376
8431,6256
596,3667
3667,596
3667,598
2064,3717
2475,25
4087,207
4092,207
7248,207
7249,207
79109,207
5591,208
207,572
9252,572
1977,1973
25,2475
207,2475
207,2475
2475,2475
3667,2475
4043,2475
5562,2475
5580,2475
8665,2475
29979,2475
79109,2475
79109,2475
79109,2475
207,2932
7249,2932
2475,5163
2475,5520
7249,5562
2475,5580
7249,5868
3480,6464
983,7248
2932,7248
7248,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
7249,7248
2932,7249
2932,7249
5562,7249
5562,7249
5562,7249
5594,7249
5594,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7248,7249
7337,7249
2475,8665
2475,8665
2475,29979
2475,64223
2475,64223
2475,64223
2475,64223
655,657
655,658
655,90
6497,22938
2688,2690
983,891
7337,7322
7337,7322
10603,2885
27236,377
1144,1134
3716,3560
3718,3561
3624,92
3624,93
3624,91
387,23370
5578,553
2869,554
4035,2157
1796,3815
4067,3815
1796,1796
1796,3815
4067,1796
4035,51454
58529,8557
58529,2318
2323,2323
5663,596
596,5663
3667,3718
3667,3716
4194,7321
1176,3667
6197,5594
3371,1463
85439,58513
85439,127833
85439,127833
85439,6857
6402,5420
10891,3054
6872,6873
598,317
50616,116379
2067,2072
8815,8815
3763,3765
9467,695
9467,695
7376,6256
6256,7376
4793,6256
4793,6256
3717,8651
8651,3717
8651,3717
1746,4487
1749,4487
4487,4487
1746,1746
1749,1746
4487,1746
1746,1749
1749,1749
4487,1749
4487,4487
4487,1746
7428,2335
5921,1796
51107,5663
51107,5664
4036,10755
4036,4043
4352,8651
6464,5979
2885,5979
29941,79658
29941,23092
23092,387
23092,998
79658,387
79658,998
29941,23092
29941,79658
29941,23092
29941,79658
4067,8631
3932,8631
4282,10987
4282,10987
5970,6256
4790,6256
5371,1616
4602,1053
3576,3576
4843,9368
7132,1612
29763,1759
29993,1759
29993,29993
29993,29763
29763,29993
29763,29763
29763,29993
29763,29763
81858,81858
